"91","開放原始碼新聞網","http://news.oss.tw/"
"92","台灣維基人臺北定期聚會","https://zh.wikipedia.org/wiki/Wikipedia:WPTP-W"
"93","維基百科台灣社群台中聚會","https://zh.wikipedia.org/wiki/Wikipedia:WPTC"
"104","臺灣維基人新竹聚會","https://zh.wikipedia.org/wiki/Wikipedia:WPHC"
"105","Facebook","https://www.facebook.com/groups/tw.wiki/"
"105","中華民國維基媒體協會","http://wikimedia.tw/"
"94","OpenStreetMap 台灣","http://openstreetmap.tw/"
"94","Facebook","https://www.facebook.com/groups/OpenStreetMap.TW/"
"95","程式人雜誌","http://programmermagazine.github.io/home/"
"95","Facebook","https://www.facebook.com/groups/programmerMagazine/"
"96","Google Developer Group Taipei","http://www.taipei-gtug.org/"
"96","Facebook Page","https://www.facebook.com/Taipei.GTUG"
"96","Twitter","https://twitter.com/Taipei_GTUG"
"96","Plurk","http://www.plurk.com/Taipei_GTUG"
"96","Google+","https://plus.google.com/117258216635165739823"
"97","ezgo","http://ezgo.westart.tw/"
"97","Blogger","http://ezgo-tw.blogspot.tw/"
"97","Facebook","https://www.facebook.com/groups/123129034379410/"
"97","Google Groups","https://groups.google.com/forum/#!forum/ezgo-tw"
"98","IGDA Taiwan Chapter","http://igda.tw/"
"98","YouTube","https://www.youtube.com/user/IGDATaiwan"
"98","USTREAM","http://www.ustream.tv/channel/igda-taiwan"
"98","Facebook","https://www.facebook.com/groups/491759484194597/"
"98","Google+","https://plus.google.com/communities/114159890293800695279"
"98","Twitter","https://twitter.com/IGDA_Taiwan"
"98","Plurk","http://www.plurk.com/IGDA_TW"
"99","獨立遊戲開發者分享會","https://igdshare.org/"
"99","Facebook Page","https://www.facebook.com/igdshare"
"99","Google+","https://plus.google.com/116097220092307308308"
"99","Twitter","https://twitter.com/igdshare"
"99","Plurk","http://www.plurk.com/igdshare"
"99","YouTube","http://www.youtube.com/user/igdshare"
"99","Picasa","https://picasaweb.google.com/109882812069794545565"
"99","Speaker Deck","https://speakerdeck.com/igdshare"
"106","Facebook","https://www.facebook.com/groups/kimugroup/"
"107","Facebook","https://www.facebook.com/groups/tgadc/"
"108","AppDC","http://appdc.tw/"
"109","Facebook","https://www.facebook.com/groups/AndroidTaipei/"
"35","Facebook","https://www.facebook.com/groups/cocoaheads.taipei/"
"110","Facebook","https://www.facebook.com/groups/670532946312104/"
"111","IxDA Taiwan","http://www.ixda.org/local/ixda-taiwan"
"111","Facebook Page","https://www.facebook.com/ixda.tw"
"111","IxD Demo Party","https://www.facebook.com/groups/239990612687340/"
"112","Facebook","https://www.facebook.com/groups/laravel.tw/"
"50","KKTIX","http://html5.kktix.cc/"
